0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.59,1.7e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.64,0.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.68,0.069,5.4e-113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.71,0.27,1.2e-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.73,0.36,5.4e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.75,0.41,5.7e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.76,0.45,8.9e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.78,0.47,0.0098,1.2e-178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.79,0.5,0.092,1.8e-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8,0.51,0.23,1.2e-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.81,0.53,0.31,1.3e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.81,0.54,0.35,6.8e-06,4.7e-188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.82,0.56,0.38,0.0018,2.5e-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.83,0.57,0.41,0.023,3.9e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.84,0.58,0.42,0.092,1.9e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.84,0.59,0.44,0.2,0.0065,3.1e-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.85,0.6,0.45,0.27,0.065,2.1e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.85,0.61,0.46,0.32,0.15,0.0028,6e-176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.86,0.62,0.47,0.35,0.21,0.098,5.6e-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.86,0.63,0.48,0.37,0.26,0.27,0.0058,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.86,0.63,0.49,0.39,0.3,0.32,0.25,2.5e-22,0,0,0,0,0,0,0,0,0,0,0,0,0
0.87,0.64,0.5,0.4,0.34,0.35,0.41,0.00078,0,0,0,0,0,0,0,0,0,0,0,0,0
0.87,0.65,0.51,0.42,0.36,0.37,0.39,0.15,9.5e-48,0,0,0,0,0,0,0,0,0,0,0,0
0.88,0.65,0.52,0.43,0.38,0.39,0.4,0.36,1.3e-09,0,0,0,0,0,0,0,0,0,0,0,0
0.88,0.66,0.52,0.44,0.4,0.41,0.42,0.36,0.0025,4.2e-254,0,0,0,0,0,0,0,0,0,0,0
0.88,0.67,0.53,0.45,0.41,0.42,0.43,0.36,0.11,2.4e-75,0,0,0,0,0,0,0,0,0,0,0
0.89,0.67,0.54,0.45,0.42,0.44,0.44,0.38,0.27,1.6e-18,0,0,0,0,0,0,0,0,0,0,0
0.89,0.68,0.54,0.46,0.43,0.45,0.45,0.39,0.28,1.6e-07,0,0,0,0,0,0,0,0,0,0,0
0.89,0.68,0.55,0.47,0.44,0.46,0.46,0.41,0.31,0.0017,1.2e-128,0,0,0,0,0,0,0,0,0,0
0.89,0.69,0.56,0.47,0.45,0.47,0.47,0.42,0.33,0.061,7.5e-47,0,0,0,0,0,0,0,0,0,0
0.9,0.69,0.56,0.48,0.46,0.47,0.48,0.43,0.35,0.2,2.1e-16,0,0,0,0,0,0,0,0,0,0
0.9,0.7,0.57,0.49,0.47,0.48,0.49,0.43,0.36,0.26,1.6e-08,0,0,0,0,0,0,0,0,0,0
0.9,0.7,0.57,0.49,0.47,0.49,0.49,0.44,0.37,0.29,1.5e-05,0,0,0,0,0,0,0,0,0,0
0.9,0.71,0.58,0.5,0.48,0.5,0.5,0.45,0.38,0.31,0.0045,1.1e-93,0,0,0,0,0,0,0,0,0
0.9,0.71,0.58,0.5,0.49,0.5,0.51,0.46,0.39,0.33,0.086,2.7e-22,0,0,0,0,0,0,0,0,0
0.91,0.71,0.59,0.51,0.49,0.51,0.51,0.46,0.4,0.34,0.24,2.4e-08,0,0,0,0,0,0,0,0,0
0.91,0.72,0.59,0.51,0.5,0.51,0.52,0.47,0.41,0.35,0.29,0.00091,5.3e-147,0,0,0,0,0,0,0,0
0.91,0.72,0.6,0.52,0.5,0.52,0.52,0.48,0.41,0.36,0.32,0.049,6.2e-27,0,0,0,0,0,0,0,0
0.91,0.73,0.6,0.52,0.51,0.52,0.53,0.48,0.42,0.37,0.33,0.23,2.2e-06,0,0,0,0,0,0,0,0
0.91,0.73,0.6,0.53,0.51,0.53,0.53,0.49,0.43,0.38,0.35,0.31,0.022,9.5e-221,0,0,0,0,0,0,0
0.91,0.73,0.61,0.53,0.52,0.53,0.54,0.49,0.43,0.39,0.36,0.34,0.25,3.6e-39,0,0,0,0,0,0,0
0.92,0.74,0.61,0.54,0.52,0.54,0.54,0.5,0.44,0.39,0.37,0.36,0.37,3.1e-09,0,0,0,0,0,0,0
0.92,0.74,0.62,0.54,0.53,0.54,0.55,0.5,0.45,0.4,0.37,0.37,0.38,0.0016,0,0,0,0,0,0,0
0.92,0.74,0.62,0.55,0.53,0.55,0.55,0.51,0.45,0.41,0.38,0.38,0.39,0.13,2.4e-99,0,0,0,0,0,0
0.92,0.75,0.62,0.55,0.54,0.55,0.56,0.51,0.46,0.41,0.39,0.39,0.4,0.35,1.4e-29,0,0,0,0,0,0
0.92,0.75,0.63,0.55,0.54,0.56,0.56,0.52,0.46,0.42,0.39,0.4,0.41,0.37,1.5e-11,0,0,0,0,0,0
0.92,0.75,0.63,0.56,0.54,0.56,0.57,0.52,0.47,0.42,0.4,0.4,0.41,0.37,1.6e-05,0,0,0,0,0,0
0.92,0.76,0.64,0.56,0.55,0.56,0.57,0.53,0.47,0.43,0.41,0.41,0.42,0.38,0.0057,0,0,0,0,0,0
0.93,0.76,0.64,0.56,0.55,0.57,0.57,0.53,0.48,0.43,0.41,0.42,0.43,0.39,0.072,2.6e-201,0,0,0,0,0
0.93,0.76,0.64,0.57,0.55,0.57,0.58,0.53,0.48,0.44,0.42,0.42,0.43,0.4,0.18,5e-96,0,0,0,0,0
0.93,0.76,0.65,0.57,0.56,0.58,0.58,0.54,0.48,0.44,0.42,0.43,0.44,0.41,0.23,8.9e-50,0,0,0,0,0
0.93,0.77,0.65,0.58,0.56,0.58,0.59,0.54,0.49,0.45,0.43,0.43,0.44,0.41,0.26,7.1e-28,0,0,0,0,0
0.93,0.77,0.65,0.58,0.57,0.58,0.59,0.55,0.49,0.45,0.43,0.44,0.45,0.42,0.28,1.2e-16,0,0,0,0,0
0.93,0.77,0.66,0.58,0.57,0.59,0.59,0.55,0.5,0.46,0.44,0.44,0.45,0.42,0.3,3.2e-10,1.4e-258,0,0,0,0
0.93,0.78,0.66,0.59,0.57,0.59,0.6,0.55,0.5,0.46,0.44,0.45,0.46,0.43,0.32,1.9e-06,1.1e-62,0,0,0,0
0.93,0.78,0.66,0.59,0.58,0.59,0.6,0.56,0.5,0.46,0.45,0.45,0.46,0.43,0.33,0.00034,2.2e-24,0,0,0,0
0.94,0.78,0.66,0.59,0.58,0.6,0.6,0.56,0.51,0.47,0.45,0.46,0.47,0.44,0.34,0.0075,9.4e-12,1.2e-171,0,0,0
0.94,0.78,0.67,0.6,0.58,0.6,0.61,0.56,0.51,0.47,0.45,0.46,0.47,0.44,0.35,0.044,2.6e-07,2.1e-19,0,0,0
0.94,0.79,0.67,0.6,0.59,0.6,0.61,0.57,0.52,0.48,0.46,0.47,0.48,0.45,0.36,0.11,5.3e-05,3.1e-07,2.1e-181,0,0
0.94,0.79,0.67,0.6,0.59,0.61,0.61,0.57,0.52,0.48,0.46,0.47,0.48,0.45,0.37,0.16,0.001,0.0013,1.9e-15,0,0
0.94,0.79,0.68,0.6,0.59,0.61,0.62,0.57,0.52,0.48,0.47,0.47,0.48,0.46,0.37,0.19,0.007,0.033,0.00045,1.1e-304,0
0.94,0.79,0.68,0.61,0.59,0.61,0.62,0.58,0.53,0.49,0.47,0.48,0.49,0.46,0.38,0.21,0.025,0.1,0.075,5.7e-17,0
0.94,0.79,0.68,0.61,0.6,0.62,0.62,0.58,0.53,0.49,0.47,0.48,0.49,0.47,0.39,0.22,0.052,0.13,0.24,0.0034,0
0.94,0.8,0.68,0.61,0.6,0.62,0.62,0.58,0.53,0.49,0.48,0.48,0.49,0.47,0.39,0.24,0.074,0.16,0.27,0.2,2.6e-22
0.94,0.8,0.69,0.62,0.6,0.62,0.63,0.59,0.54,0.5,0.48,0.49,0.5,0.47,0.4,0.25,0.088,0.18,0.28,0.38,0.001
0.94,0.8,0.69,0.62,0.61,0.62,0.63,0.59,0.54,0.5,0.48,0.49,0.5,0.48,0.4,0.27,0.1,0.21,0.3,0.32,0.19
0.94,0.8,0.69,0.62,0.61,0.63,0.63,0.59,0.54,0.5,0.49,0.5,0.51,0.48,0.41,0.28,0.13,0.22,0.31,0.33,0.39
0.94,0.81,0.69,0.62,0.61,0.63,0.64,0.6,0.54,0.51,0.49,0.5,0.51,0.48,0.41,0.29,0.18,0.24,0.32,0.36,0.35
0.95,0.81,0.7,0.63,0.61,0.63,0.64,0.6,0.55,0.51,0.49,0.5,0.51,0.49,0.42,0.3,0.22,0.25,0.33,0.36,0.34
0.95,0.81,0.7,0.63,0.62,0.64,0.64,0.6,0.55,0.51,0.5,0.51,0.52,0.49,0.42,0.3,0.25,0.26,0.34,0.37,0.37
0.95,0.81,0.7,0.63,0.62,0.64,0.64,0.6,0.55,0.52,0.5,0.51,0.52,0.49,0.43,0.31,0.26,0.28,0.35,0.38,0.37
0.95,0.81,0.7,0.63,0.62,0.64,0.65,0.61,0.56,0.52,0.5,0.51,0.52,0.5,0.43,0.32,0.27,0.3,0.36,0.38,0.37
0.95,0.82,0.71,0.64,0.63,0.64,0.65,0.61,0.56,0.52,0.51,0.51,0.53,0.5,0.44,0.33,0.29,0.31,0.36,0.39,0.38
0.95,0.82,0.71,0.64,0.63,0.65,0.65,0.61,0.56,0.53,0.51,0.52,0.53,0.5,0.44,0.33,0.29,0.32,0.37,0.39,0.39
0.95,0.82,0.71,0.64,0.63,0.65,0.65,0.61,0.57,0.53,0.51,0.52,0.53,0.51,0.44,0.34,0.3,0.33,0.38,0.4,0.39
0.95,0.82,0.71,0.64,0.63,0.65,0.66,0.62,0.57,0.53,0.52,0.52,0.53,0.51,0.45,0.34,0.31,0.34,0.39,0.4,0.4
0.95,0.82,0.72,0.65,0.64,0.65,0.66,0.62,0.57,0.53,0.52,0.53,0.54,0.51,0.45,0.35,0.32,0.35,0.39,0.41,0.4
0.95,0.82,0.72,0.65,0.64,0.66,0.66,0.62,0.57,0.54,0.52,0.53,0.54,0.52,0.45,0.36,0.32,0.35,0.4,0.41,0.41
0.95,0.83,0.72,0.65,0.64,0.66,0.66,0.62,0.58,0.54,0.52,0.53,0.54,0.52,0.46,0.36,0.33,0.36,0.4,0.42,0.41
0.95,0.83,0.72,0.65,0.64,0.66,0.67,0.63,0.58,0.54,0.53,0.54,0.55,0.52,0.46,0.37,0.33,0.36,0.41,0.42,0.42
0.95,0.83,0.72,0.66,0.65,0.66,0.67,0.63,0.58,0.55,0.53,0.54,0.55,0.53,0.46,0.37,0.34,0.37,0.41,0.43,0.42
0.95,0.83,0.73,0.66,0.65,0.66,0.67,0.63,0.58,0.55,0.53,0.54,0.55,0.53,0.47,0.38,0.34,0.37,0.42,0.43,0.43
0.95,0.83,0.73,0.66,0.65,0.67,0.67,0.63,0.59,0.55,0.53,0.54,0.55,0.53,0.47,0.38,0.35,0.38,0.42,0.44,0.43
0.96,0.83,0.73,0.66,0.65,0.67,0.68,0.64,0.59,0.55,0.54,0.55,0.56,0.53,0.47,0.38,0.36,0.38,0.42,0.44,0.43
0.96,0.84,0.73,0.67,0.65,0.67,0.68,0.64,0.59,0.56,0.54,0.55,0.56,0.54,0.48,0.39,0.36,0.39,0.43,0.44,0.44
0.96,0.84,0.74,0.67,0.66,0.67,0.68,0.64,0.59,0.56,0.54,0.55,0.56,0.54,0.48,0.39,0.36,0.39,0.43,0.45,0.44
0.96,0.84,0.74,0.67,0.66,0.68,0.68,0.64,0.6,0.56,0.55,0.55,0.56,0.54,0.48,0.4,0.37,0.4,0.43,0.45,0.45
0.96,0.84,0.74,0.67,0.66,0.68,0.68,0.65,0.6,0.56,0.55,0.56,0.57,0.54,0.48,0.4,0.37,0.4,0.44,0.45,0.45
0.96,0.84,0.74,0.67,0.66,0.68,0.69,0.65,0.6,0.57,0.55,0.56,0.57,0.55,0.49,0.4,0.38,0.4,0.44,0.46,0.45
0.96,0.84,0.74,0.68,0.67,0.68,0.69,0.65,0.6,0.57,0.55,0.56,0.57,0.55,0.49,0.41,0.38,0.41,0.44,0.46,0.46
0.96,0.84,0.74,0.68,0.67,0.68,0.69,0.65,0.6,0.57,0.56,0.56,0.57,0.55,0.49,0.41,0.39,0.41,0.45,0.46,0.46
0.96,0.85,0.75,0.68,0.67,0.69,0.69,0.65,0.61,0.57,0.56,0.57,0.58,0.55,0.49,0.41,0.39,0.41,0.45,0.47,0.46
0.96,0.85,0.75,0.68,0.67,0.69,0.69,0.66,0.61,0.58,0.56,0.57,0.58,0.56,0.5,0.42,0.39,0.42,0.45,0.47,0.46
0.96,0.85,0.75,0.68,0.67,0.69,0.7,0.66,0.61,0.58,0.56,0.57,0.58,0.56,0.5,0.42,0.4,0.42,0.46,0.47,0.47
0.96,0.85,0.75,0.69,0.68,0.69,0.7,0.66,0.61,0.58,0.56,0.57,0.58,0.56,0.5,0.42,0.4,0.43,0.46,0.47,0.47
0.96,0.85,0.75,0.69,0.68,0.69,0.7,0.66,0.62,0.58,0.57,0.58,0.59,0.56,0.5,0.43,0.4,0.43,0.46,0.48,0.47
0.96,0.85,0.76,0.69,0.68,0.7,0.7,0.66,0.62,0.58,0.57,0.58,0.59,0.57,0.51,0.43,0.41,0.43,0.47,0.48,0.48
0.96,0.85,0.76,0.69,0.68,0.7,0.7,0.67,0.62,0.59,0.57,0.58,0.59,0.57,0.51,0.43,0.41,0.43,0.47,0.48,0.48
0.96,0.86,0.76,0.69,0.68,0.7,0.71,0.67,0.62,0.59,0.57,0.58,0.59,0.57,0.51,0.44,0.41,0.44,0.47,0.49,0.48
0.96,0.86,0.76,0.7,0.69,0.7,0.71,0.67,0.62,0.59,0.58,0.58,0.6,0.57,0.51,0.44,0.42,0.44,0.47,0.49,0.48
0.96,0.86,0.76,0.7,0.69,0.7,0.71,0.67,0.63,0.59,0.58,0.59,0.6,0.57,0.52,0.44,0.42,0.44,0.48,0.49,0.49
0.96,0.86,0.76,0.7,0.69,0.71,0.71,0.67,0.63,0.59,0.58,0.59,0.6,0.58,0.52,0.44,0.42,0.45,0.48,0.49,0.49
0.96,0.86,0.77,0.7,0.69,0.71,0.71,0.68,0.63,0.6,0.58,0.59,0.6,0.58,0.52,0.45,0.43,0.45,0.48,0.5,0.49
0.96,0.86,0.77,0.7,0.69,0.71,0.71,0.68,0.63,0.6,0.58,0.59,0.6,0.58,0.52,0.45,0.43,0.45,0.49,0.5,0.49
0.96,0.86,0.77,0.71,0.69,0.71,0.72,0.68,0.63,0.6,0.59,0.6,0.61,0.58,0.53,0.45,0.43,0.45,0.49,0.5,0.5
0.97,0.86,0.77,0.71,0.7,0.71,0.72,0.68,0.64,0.6,0.59,0.6,0.61,0.59,0.53,0.45,0.43,0.46,0.49,0.5,0.5
0.97,0.87,0.77,0.71,0.7,0.71,0.72,0.68,0.64,0.6,0.59,0.6,0.61,0.59,0.53,0.46,0.44,0.46,0.49,0.51,0.5
0.97,0.87,0.77,0.71,0.7,0.72,0.72,0.68,0.64,0.61,0.59,0.6,0.61,0.59,0.53,0.46,0.44,0.46,0.5,0.51,0.5
0.97,0.87,0.78,0.71,0.7,0.72,0.72,0.69,0.64,0.61,0.59,0.6,0.61,0.59,0.53,0.46,0.44,0.46,0.5,0.51,0.51
0.97,0.87,0.78,0.71,0.7,0.72,0.72,0.69,0.64,0.61,0.6,0.61,0.62,0.59,0.54,0.46,0.44,0.47,0.5,0.51,0.51
0.97,0.87,0.78,0.72,0.71,0.72,0.73,0.69,0.64,0.61,0.6,0.61,0.62,0.6,0.54,0.47,0.45,0.47,0.5,0.51,0.51
0.97,0.87,0.78,0.72,0.71,0.72,0.73,0.69,0.65,0.61,0.6,0.61,0.62,0.6,0.54,0.47,0.45,0.47,0.5,0.52,0.51
0.97,0.87,0.78,0.72,0.71,0.72,0.73,0.69,0.65,0.62,0.6,0.61,0.62,0.6,0.54,0.47,0.45,0.47,0.51,0.52,0.52
0.97,0.87,0.78,0.72,0.71,0.73,0.73,0.69,0.65,0.62,0.6,0.61,0.62,0.6,0.54,0.47,0.45,0.48,0.51,0.52,0.52
0.97,0.87,0.78,0.72,0.71,0.73,0.73,0.7,0.65,0.62,0.61,0.61,0.63,0.6,0.55,0.48,0.46,0.48,0.51,0.52,0.52
0.97,0.88,0.79,0.72,0.71,0.73,0.73,0.7,0.65,0.62,0.61,0.62,0.63,0.61,0.55,0.48,0.46,0.48,0.51,0.53,0.52
0.97,0.88,0.79,0.73,0.72,0.73,0.74,0.7,0.65,0.62,0.61,0.62,0.63,0.61,0.55,0.48,0.46,0.48,0.52,0.53,0.52
0.97,0.88,0.79,0.73,0.72,0.73,0.74,0.7,0.66,0.62,0.61,0.62,0.63,0.61,0.55,0.48,0.46,0.49,0.52,0.53,0.53
0.97,0.88,0.79,0.73,0.72,0.73,0.74,0.7,0.66,0.63,0.61,0.62,0.63,0.61,0.55,0.48,0.47,0.49,0.52,0.53,0.53
0.97,0.88,0.79,0.73,0.72,0.74,0.74,0.7,0.66,0.63,0.61,0.62,0.63,0.61,0.56,0.49,0.47,0.49,0.52,0.53,0.53
